输入,输出,期望输出,total_time,,,,,,,,,,,,,
我想帮我朋友预约进校,https://zju.aliwork.com/APP_X61OS9ZGQB25TPMNB7VP/workbench/,https://zju.aliwork.com/APP_X61OS9ZGQB25TPMNB7VP/workbench/,11.752581596374512,first_retrieval,first_grader,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,
,,,,0.06402063369750977,2.679776906967163,0.12396001815795898,2.8147671222686768,0.1935749053955078,3.720815896987915,2.1556661128997803,,,,,,
打开电子校园卡,https://yqfkgl.zju.edu.cn/_web/_customizes/ykt/index2.jsp,https://yqfkgl.zju.edu.cn/_web/_customizes/ykt/index2.jsp,6.220829486846924,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,,,
,,,,0.11558866500854492,2.360309362411499,0.030856609344482422,1.9048917293548584,1.809183120727539,,,,,,,,
我想充值网费,https://yqfkgl.zju.edu.cn/_web/_customizes/ykt/index2.jsp,https://myvpn.zju.edu.cn/pay/card,9.525646209716797,first_retrieval,first_grader,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,
,,,,0.12011075019836426,2.6633265018463135,0.07420635223388672,2.8693549633026123,0.07236623764038086,1.9098210334777832,1.816460371017456,,,,,,
打开学在浙大,https://mcourses.zju.edu.cn/login?autologin=true,https://mcourses.zju.edu.cn/,9.94135594367981,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,,,
,,,,0.11766624450683594,2.453303098678589,0.1939854621887207,5.231499433517456,1.944901704788208,,,,,,,,
打开智云,https://yjlogin.cmc.zju.edu.cn/#/prelogin?tenant_code=112&forward=https%3A%2F%2Fclassroom.zju.edu.cn%2F,https://classroom.zju.edu.cn/,8.726022958755493,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,,,
,,,,0.11805295944213867,2.4709837436676025,0.03547954559326172,3.0939459800720215,3.0075607299804688,,,,,,,,
更改网络套餐,https://myvpn.zju.edu.cn/user/change-product,https://myvpn.zju.edu.cn/user/change-product,14.196033477783203,first_retrieval,first_grader,first_retrieval,first_grader,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,
,,,,0.11926412582397461,2.4237656593322754,0.03631401062011719,2.425022840499878,0.12314343452453613,2.4881157875061035,0.07808685302734375,4.927893877029419,1.5744268894195557,,,,
我想预约自习室,http://m.lib.zju.edu.cn/,https://qzonline.zju.edu.cn/hom/uni-mobile/,14.62879991531372,first_retrieval,first_grader,first_retrieval,first_grader,first_retrieval,first_grader,second_retriever,second_grader,first_retrieval,first_grader,second_retriever,second_grader,generate_answer
,,,,0.11323666572570801,2.6486644744873047,0.03485870361328125,2.821960687637329,0.12264561653137207,2.374723434448242,0.0731356143951416,1.3014650344848633,0.07474184036254883,2.5760629177093506,0.12295365333557129,1.243366003036499,1.1209852695465088
我想创建一个语雀文档,https://yuque.zju.edu.cn/dashboard/collections,https://yuque.zju.edu.cn/dashboard/docs,9.31589412689209,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,,,
,,,,0.028318166732788086,2.764331102371216,0.12167811393737793,5.156576633453369,1.2449901103973389,,,,,,,,
打开我的邮箱,https://mail.zju.edu.cn/coremail/xphone/index.jsp,http://mail.zju.edu.cn/coremail/xphone/index.jsp,5.45503830909729,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,,,
,,,,0.11303377151489258,2.4923605918884277,0.03042745590209961,1.484239101409912,1.334977388381958,,,,,,,,
班车查询,http://car.zju.edu.cn/pages/index/index,http://www.life.zju.edu.cn/_web/_apps/lightapp/busQuery/mobile/app/pub/index.html,5.1985156536102295,first_retrieval,first_grader,second_retriever,second_grader,generate_answer,,,,,,,,
,,,,0.1152801513671875,2.4894001483917236,0.07495975494384766,1.3339519500732422,1.1849236488342285,,,,,,,,
